Fertilizer,temp,N(ppm),P(ppm),K(ppm),yeild
77.94996659,28.97486938,76.92282463,20.81886,18.0256015,9.107175238
50.08547085,36.95329906,64.96141752,18.05689775,19.13048656,8.999317411
62.05187774,37.04368834,68.1817853,21.89640569,18.04712599,9.254631574
64.98461857,35.02302372,70.09595336,18.90537703,18.12261161,8.980198494
75.83344485,28.13994947,77.08911075,22.13452135,19.99287187,9.036814565
77.1637734,28.14715467,77.93554411,23.17761944,20.02270972,9.002767304
64.82127341,34.87842023,70.04479449,19.09932004,17.9173634,8.976471681
77.07374278,27.95677903,78.08226379,22.95215683,19.94315292,9.147659359
49.91695501,37.03891179,65.17347197,17.93536618,18.82687605,9.057687191
50.0485336,36.89682849,64.93529665,17.90368256,19.12672369,8.93796911
76.95122051,28.0385752,78.10837726,22.97998263,20.04249474,8.93328268
77.07551055,27.98566489,77.96187291,23.06202255,20.02368503,9.013542294
50.12074973,36.9742207,64.81802158,18.06661863,19.03879969,9.068366161
75.97688392,27.98872067,77.13739408,22.0938801,19.98319246,9.05883642
77.03325872,27.7779031,78.10692088,23.12433453,19.94462803,9.235295452
61.97650854,36.98556235,67.96283751,21.95422343,17.91990372,9.154297262
50.15378195,36.9873816,64.84439759,18.34846384,19.24264861,8.940554412
49.78532311,37.04400131,65.05287763,18.01461833,19.17267339,9.084568481
50.02490919,37.15466493,64.89444266,17.91723733,18.88355314,9.017416328
50.17185294,36.86575911,64.89929979,17.95003325,19.00602665,9.022744305
61.94829547,36.99636526,68.01734659,22.04599786,18.29189547,8.893825751
49.93206669,36.98757299,65.26890924,18.2693129,19.01453707,8.870163876
61.99641413,36.9876395,67.98496894,22.03892025,17.989615,8.905610298
77.97915865,29.03741703,76.97947055,20.92508567,17.93492463,8.919725584
64.88323954,35.10171185,70.15633,19.06929492,18.09061336,9.008655386
78.02022233,28.98946748,77.03421077,20.95700028,18.15309677,8.800289665
65.02355493,35.07501226,69.98826096,18.96080367,18.06165531,9.046463411
78.0160339,29.10349558,76.93233937,21.08762455,18.01932231,9.046879058
65.0584895,34.90653823,69.99460172,19.11078294,17.91873935,9.061855418
50.11024438,37.16189092,64.92225824,18.03911294,18.87360368,9.213098735
49.97760458,36.92138368,65.10901976,17.84075508,19.0777957,9.018658653
50.02904055,37.01080047,64.96390661,17.95472514,18.82622176,8.823248002
77.81417043,29.07104722,77.0143283,20.92331608,18.01253399,9.10819102
78.0099702,28.90990801,77.09604599,20.90357058,18.08321849,9.003847129
65.16003046,34.97415016,69.99596928,19.02103892,17.89070658,9.072998429
77.09851186,27.93007981,77.97052834,23.03312503,20.00479243,8.973954897
65.05372234,34.98244913,69.87597515,18.86294753,17.95056897,9.014420954
77.16454333,28.16511983,78.00243279,23.04798326,20.07302058,9.094620162
76.88427285,28.06408817,78.15198726,22.95966717,19.93639645,9.116904415
75.83819318,27.92716086,77.03403782,21.82248346,19.87039808,9.024358015
64.89133548,34.82108551,69.96114735,18.88019489,18.10714968,9.052416153
75.9139911,27.91941533,77.11170366,22.02888728,20.12385895,9.08479311
49.92428951,36.8928935,64.97587845,18.0099859,18.92361532,9.078374437
77.83830231,28.90201732,77.02682697,20.8885383,18.03622684,8.942079888
49.8434601,37.1958736,65.13007628,17.91399515,18.97396674,8.982766083
65.05779659,34.83848993,69.93350576,18.99768906,17.8809128,9.122036529
49.76040547,36.93356321,64.94638408,18.15771122,19.07931687,9.016576672
49.89458863,36.90456925,64.93335118,18.09617457,18.94243469,8.807993882
65.05076014,34.92930544,69.80050237,18.88249837,18.07697716,9.064934057
77.13547594,27.89044668,77.7893025,22.77978476,20.06521653,8.81508023
77.18809854,27.93941999,78.01558221,23.03840742,20.00514679,8.883602742
62.04916903,36.99640461,68.05725513,21.9755942,18.10585956,9.200236617
77.86125977,28.98941836,77.00836917,20.92511711,18.05595005,8.985963897
49.81971873,36.8119086,65.07263504,18.02701022,19.09046958,9.047032964
49.91148923,36.94355329,64.92284518,18.01263177,18.91917848,9.010986032
76.99275665,28.07678946,78.05402809,22.90601926,19.92564288,8.99356025
49.84745847,36.96702876,64.94863612,17.98838725,19.00029411,9.000539249
49.93445552,37.02969962,64.99708243,17.80488374,18.76934828,9.000923948
77.1072311,28.05542747,77.92689233,22.89148587,19.97698912,9.278521266
61.94067824,37.00902191,68.17735456,21.97274266,18.17356995,9.026461076
65.12342385,34.87243702,69.87892862,18.77425878,17.9481926,8.971651868
50.10721835,37.10371173,64.871039,18.01903658,18.97616658,9.048545877
77.89892185,28.99403025,76.91367945,21.13653689,18.04698874,8.956603664
77.12907078,27.94361193,78.01505584,23.04501696,19.95454071,9.011789307
64.97010559,34.94608697,69.90473972,18.98287693,17.9393729,9.078365263
50.03446927,36.84588319,64.72647478,17.99727239,18.82284874,9.011307369
78.08303044,28.82885676,76.96956048,20.9343735,17.96454275,9.047748197
78.1583087,28.74797135,76.84925072,20.89062051,18.11855899,9.039373928
75.9486305,27.84700168,77.00430467,22.14813797,20.05632336,8.764590825
76.10579549,28.19113554,77.14772527,22.01430041,19.95323484,9.017027047
50.09771468,37.12550051,64.91956327,18.13188605,18.86476284,9.100267319
50.1842827,37.10848412,64.9419174,18.08169054,19.08249949,9.032094898
50.01216523,36.8589899,64.992395,18.11008662,19.25983877,8.857993421
62.16460831,36.99123594,68.15022512,21.98036062,18.04980522,9.082728602
76.98362908,27.9992132,78.00673317,22.84530435,20.05855526,8.926502394
50.08931623,36.94737923,64.86465259,18.1094609,18.98404102,9.012024781
78.05876121,28.90160441,76.92005918,21.13504676,17.97900034,8.935919385
65.11038565,35.00471139,69.83657923,19.0992795,18.10194766,8.951306554
49.98484986,36.97270455,64.96161576,18.06200598,18.93525804,8.919236379
50.06561088,37.15568076,64.95031401,17.96875772,19.04113383,9.070615674
77.04903905,28.0517958,77.9889098,23.17328772,20.07599961,9.040024208
77.9049477,29.24635965,77.1147858,20.88418998,17.98543274,8.904782507
65.06383427,34.861533,69.90521801,18.98628606,17.8423755,8.993308552
49.92361523,36.85513764,65.00419444,18.0223191,19.04068001,9.214087593
61.89766755,37.18509721,67.96150619,22.14365206,18.01731518,9.044774713
49.9240035,37.20879136,65.03957962,17.98756961,19.07123554,9.195587708
61.92343755,37.06654748,68.08608806,21.90861448,17.87891194,9.009323974
78.11661935,28.78054651,76.88020855,21.0882422,17.89106906,8.85829561
49.97013156,37.08132015,65.19526836,18.041682,18.9951978,8.943792546
75.81081966,27.98308096,76.98754956,21.97314413,20.01961969,8.920427617
64.92060864,34.9658675,69.82517663,19.00207473,17.77221338,8.955040124
64.88819976,35.06601104,70.0373051,19.07847974,17.877441,8.944179918
76.97124091,27.96841688,77.9652871,22.94893185,19.99157154,8.917119889
76.88024295,27.86571775,78.00565191,23.0907986,19.94592346,8.999193344
76.0699374,27.84071097,77.0438055,21.82575104,19.93500334,9.016527101
64.97311024,34.95754514,69.90378558,18.94814593,18.06242076,8.89428996
50.04612175,37.01938705,65.00151008,18.00855647,19.0934252,8.855696089
62.03991619,37.31462099,68.02434163,22.1628555,18.14062614,9.010100527
50.12361326,36.84424172,64.82878266,17.94698652,19.02920421,9.016198945
76.09395768,27.99116475,77.05558611,21.83196828,20.03152588,8.910630456
49.81414798,37.03155494,65.13949562,17.91525144,19.08410921,8.850667111
49.94371457,37.07175524,64.95457916,17.86926528,18.96357501,9.203543792
50.02207047,36.95649057,65.15187035,18.12684421,19.25293031,8.895172067
76.02042,27.84582198,76.99820731,22.03809435,19.93175956,9.05514115
50.12208165,37.06014384,64.92721917,17.93319845,19.0849332,9.082128499
50.11009765,37.00465317,65.02488015,18.00133699,18.93576612,9.128535081
50.11114143,36.97572187,65.34793959,18.18724542,18.98798487,9.005533816
65.03993742,35.21256855,70.00447978,19.10880786,18.01381116,8.749229672
49.89506709,37.0631692,64.94484531,17.96166666,19.12390927,9.071931805
77.06705516,28.07111086,77.98397446,23.16998674,19.98575032,8.948056799
65.14815119,35.08754587,69.88297457,18.9661388,18.07503931,8.984725928
50.07750592,36.92275423,64.97153017,18.1323706,19.11658838,8.902802398
62.06958987,36.92377628,68.0579631,22.00893337,18.02573871,9.167377362
77.9843859,28.90653822,77.09809644,20.95651193,18.11109129,9.088426313
77.92115117,29.0195973,76.92824092,21.04783022,17.90761676,9.108722982
76.03886321,28.14066758,77.01533622,21.98681467,19.92212681,8.939790266
50.05260603,37.04307358,65.09643588,18.12705433,19.09065187,8.887061673
50.06450143,37.00535555,65.17735338,17.82478139,19.07205232,9.043043368
49.92000334,36.96853699,64.88431468,17.82990967,19.02593659,9.059307395
76.11763982,28.12497029,77.07428307,21.87553272,20.10316469,9.003233864
62.08745941,36.99064205,67.98349541,21.62409567,18.1470793,9.19136629
49.9853501,36.87929874,64.96468483,18.11679235,18.90304056,8.997036225
76.088549,28.10027867,76.93138303,21.96566666,19.9783662,8.951756228
78.0101871,28.92736773,76.92119617,20.98172943,18.13142231,9.006236702
76.99681278,27.8297554,77.90409717,23.25400546,20.08766337,8.833175772
49.91308107,36.87569713,65.07151457,18.17682756,19.05651225,9.051639487
50.03846002,37.05302716,65.12205398,17.88817845,18.93018047,8.885394053
50.04082319,37.07021098,65.07017982,17.80796179,18.93325038,9.125556676
75.97185675,27.9978655,77.07610087,22.06026976,19.8527782,8.993108596
76.9387813,27.80188083,77.99317661,23.15582702,20.18289996,9.061637731
50.0821476,37.02896759,65.09642484,18.06999774,19.07969823,8.950275697
50.06721391,37.11302196,65.13322692,17.97248659,18.87705905,9.116577226
70,34,74,22,16,10
73,29,73,23,20,10
70,24,70,22,18,10
72,29,73,21,19,10
73,29,73,23,20,10
70,24,70,22,18,10
77,29,75,22,19,10
78,27,78,22,19,10
79,28,77,23,19,10
75,29,77,23,19,10
77,28,76,22,19,10
70,28,70,22,19,10
77,28,76,22,19,10
70.03463909,23.96565475,70.12479931,22.0781981,17.90486815,9.861259123
73.16027623,29.1023829,73.19788871,23.03089811,19.8418067,9.929627032
76.93582782,28.02400187,76.04131158,21.85407481,19.12049067,10.04542777
78.05832591,26.91779954,78.00747839,21.96286749,18.94207417,10.21918203
69.97005796,27.96230574,69.9298222,21.97903413,19.10903234,10.22805586
76.92724786,28.9922005,75.04750908,21.94574917,19.06701092,9.746508488
69.99997646,28.07871322,69.9595718,21.83379563,18.83432855,9.888511491
69.89926661,33.84544694,73.70418177,22.12535463,16.15817878,9.914560696
76.85739907,28.08631244,76.09091394,22.03839882,18.97458248,9.950799771
76.9750811,27.94433794,75.93470864,21.91604493,19.10792917,10.05119009
70.03537591,24.07958538,69.82204339,22.04516593,18.0842473,9.937499428
72.86996356,28.88266106,73.0377676,22.91002521,20.11006476,9.860564787
72.80848939,29.06903797,73.08924017,23.16602456,20.05559201,10.01228732
70.26947044,33.92515078,73.99687774,21.96342873,16.07087764,10.01199971
76.88509207,27.8936124,76.16750735,22.09313402,18.90581148,9.990434496
75.00195839,28.94615543,76.89297313,22.90905743,19.18261785,10.21307983
70.01186372,23.88365563,70.11507481,22.11644717,18.09441547,9.939439839
75.16429868,28.85932718,76.91042861,23.00872578,19.27691343,9.976011103
70.08063366,28.13309338,70.05461431,22.01502424,18.92265254,10.08839557
77.10905887,28.97188539,74.95556865,21.98686073,19.02150485,9.945913412
71.94487044,28.8821837,73.16637887,21.01524487,19.08049851,10.11122008
72.90754134,29.10270778,72.92642326,22.92982087,20.08261206,10.0426872
77.10674525,29.17507748,75.06794954,21.99824024,18.94116848,10.07488367
70.10596353,24.06394858,70.01480816,21.82738477,18.14433797,9.926758091
70.00392226,28.04527909,69.9667379,22.02200374,18.81174774,10.04435094
76.87115623,28.11796262,75.992627,21.86587037,19.13635165,9.973813311
72.91522507,29.02550124,72.98133117,23.15791753,19.9900755,9.906990014
70.00362376,24.11893012,69.93301368,21.94322097,17.95553818,9.897039201
72.95057126,28.88714706,72.97179659,22.96077569,19.97215625,9.899946225
72.91961727,29.0955602,72.96042838,23.00073279,20.01063843,10.05892439
73.0962195,29.01412979,73.03558042,23.05747156,20.11476216,9.970633685
79.0578861,28.03844687,77.07686493,22.82834629,19.09699542,9.945538167
77.04251787,29.08215153,74.99752758,21.8394169,18.95015896,10.14307455
73.10582374,29.01254766,72.88238033,22.81801475,19.86927189,9.995703366
73.02235739,28.71853315,73.20022202,22.83154436,19.95061197,10.05589834
77.06167802,27.97800499,76.06643924,22.0230645,18.82486343,9.856782281
70.07577071,27.99463935,69.88898779,21.88500819,19.16299907,9.879268853
72.05848713,29.04818185,73.17276839,20.97833618,19.0458397,9.802003573
78.11388301,27.03657403,77.84971761,21.88601058,18.89608149,9.991078936
74.9775937,28.97723582,77.00623701,23.08888706,18.87088433,9.936936537
73.06278056,28.96103916,72.97955493,22.9514435,19.92682215,9.847409031
78.97029042,28.04310253,77.09610264,22.9808794,18.9892308,9.869538614
71.91321763,29.08312363,73.39321927,20.94034533,19.10926756,9.951557689
72.83331558,28.90420588,72.99186898,22.82081243,20.10540737,9.980294333
74.94886606,29.02887484,77.0130359,23.1164294,19.08393479,10.12774208
77.0196686,27.92149217,75.88229045,21.98425501,18.99297296,10.16488221
72.09820493,28.97194104,72.91985759,20.92206137,19.10949634,10.02560519
70.04527126,33.96236822,74.07107603,22.0939599,16.12133858,9.985288421
77.16319939,28.04668814,75.93723458,22.10083887,19.23843817,10.1066631
72.78676089,29.02982447,72.95935093,23.00575999,19.84738663,9.870320178
72.03242935,28.92080739,72.93334145,20.93182454,19.05646299,10.14328408
70.07374419,24.16684379,69.94974289,22.18210667,18.06099195,9.945340606
75.07539361,28.84852385,76.97565051,22.96701989,18.93933818,10.18312957
77.98421975,26.88302364,78.24682131,21.93441968,18.93397266,9.881137348
69.94976206,23.90179228,69.96487229,22.20819524,18.00472271,10.0356704
79.09578353,28.05861467,76.97379996,22.8602141,19.09650003,10.19607541
73.0884619,29.01870217,73.20414087,22.90940289,20.23264323,10.10457444
77.90433039,27.10059864,77.81453217,22.08735075,18.88123511,9.948800209
76.96234709,27.98021074,76.06822372,22.04699344,18.98822304,10.04439404
72.88543185,28.83931855,72.90327344,23.18442771,19.99136319,10.08514941
79.15300327,28.00236382,76.98051807,23.01463881,19.12271026,9.848850536
70.18466116,27.97920064,70.05591877,21.90436079,19.01679788,9.978149118
72.97485954,28.89314952,73.01767714,23.11998839,20.05258137,9.877489348
69.96839895,28.15116963,69.88043211,21.84402973,18.79010734,10.13293522
77.00784712,29.09832515,74.92559531,22.00109838,19.00995699,9.930424549
72.83438587,28.80052862,72.92400661,22.88530985,19.95431443,10.00704218
76.88628248,27.79087098,76.13321535,21.90121579,19.1676968,9.878156658
72.89376944,28.8469448,73.03179734,22.95146402,20.08022241,9.892626728
70.08937032,23.98465445,69.98480731,21.95949038,18.00399625,9.805268242
76.9385767,27.73992539,76.0792257,22.08075942,19.08697747,10.01130727
75.00265039,29.06545859,76.84557666,22.96318706,18.91798666,10.23532923
78.93214334,27.8952586,77.05404698,22.9031151,19.02759515,9.885598151
77.05951224,27.93507132,75.84532322,21.91912354,19.11611652,9.974926895
78.94908339,28.06811932,77.04090286,22.93241131,18.95769754,9.976316431
73.16877894,28.99805144,73.16636788,22.88519367,20.03815468,10.02698648
77.11986174,27.82571748,76.07419748,22.08482499,19.11015175,10.19240804
69.94959529,34.04953168,73.98052807,21.912167,16.12351122,10.03094266
77.06144764,27.91231093,75.98729591,21.89324629,19.08753242,9.963533434
69.90142536,24.16863355,70.05707604,21.98857918,18.11713685,9.961481108
77.93018382,27.06213084,77.86903471,21.95493809,18.78345631,10.06198205
70.05576076,23.89335795,69.9315929,22.11472565,18.22678929,9.901019886
72.95092061,28.77139429,72.7758539,22.99804498,19.92315264,9.982227182
75.03456486,28.86481221,77.08102236,22.97710776,18.97409755,10.06903171
76.89718314,28.03802786,75.84904134,22.04235275,19.14427013,10.03474734
70.12403203,24.01590061,70.06313885,22.04398679,17.96890434,10.06241928
75.02097236,28.96235511,76.99765187,23.02248494,18.9606202,9.896779846
72.10322534,29.06786612,73.05383348,20.98133293,19.13999429,9.847857559
77.92543827,27.04048922,77.9097386,21.8600197,18.92622568,10.10513339
79.01794812,28.04835488,77.00418596,23.02321254,18.90956906,10.1622644
74.94993018,28.97138171,76.93421697,22.99851552,18.86798025,9.850639105
72.02739147,28.85495456,72.83329408,21.12811135,18.98094782,9.977303582
76.9609797,28.90678079,74.8861954,21.94583745,18.95698654,10.15774688
75.25538252,29.22203555,76.83026253,23.07677225,19.00169879,10.05412084
73.027921,29.02251446,72.8531232,22.91968917,19.93546429,10.07123933
71.97799959,29.06460628,73.23416512,21.01728556,19.16327783,9.88465738
72.08969763,29.31190166,73.01448315,20.97035291,18.89939741,9.880630796
69.89321036,24.13805345,69.90532387,22.06684665,18.02051743,9.962595046
72.91855303,29.0082373,72.97601499,23.06384342,20.03565144,9.738168335
72.98899732,28.94135402,72.91858504,22.98842133,20.10484184,10.02306608
71.84719287,28.92848059,73.11838666,21.24501971,18.9626061,9.910586301
77.97463575,27.08985435,77.80089762,22.05225761,19.04166909,9.841093968
73.12200997,28.94278322,73.12484126,23.02195143,20.00171995,9.966638456
78.0329924,27.06709661,78.03589219,21.92520979,18.91124201,10.03644798
69.92723518,33.76424155,74.12330785,21.86220753,16.08816313,10.00927443
70.0592478,34.16566052,74.05265182,21.93229783,15.91105951,9.927590191
78.14739219,26.94773917,77.94506834,21.91428693,18.99425073,9.955106682
72.05624992,28.84029252,72.89149222,21.12711127,19.03709177,10.10776935
76.97254916,27.87661852,76.0030434,21.78322115,18.93373399,9.846197394
71.99870052,28.89850274,73.04175638,20.93412231,18.92563773,10.00648153
74.96033901,28.97741389,77.03642035,23.05071477,18.94080166,9.927907934
78.78784374,27.95341524,76.88331835,23.08539636,18.98757325,9.955119836
72.90602955,29.14225751,72.93295776,23.19118696,19.94612193,10.04509624
73.00896397,28.93196954,72.94566689,22.94836454,20.05834012,9.840342299
75.20837848,28.99691998,76.98963694,22.99796447,18.9465095,10.02137557
70.07763247,33.96811294,74.18559956,21.95960468,16.07821803,9.825241964
73.00315364,28.92334143,72.90647038,23.12492615,19.86274119,9.8266068
75.08606505,29.12199638,77.05130811,23.06316192,18.97631544,10.00031546
76.88244992,28.19282861,76.14587579,22.17300218,19.01126318,10.12035766
76.859612,28.02996117,76.04272612,21.98344358,19.09164829,9.951949751
79.00429826,27.82520325,76.96072337,23.08684051,19.04333027,10.02081085
75.08573516,29.17011132,76.93592302,22.90551111,18.90168123,9.959168051
69.91782949,23.90228877,70.07262532,21.951728,17.90381511,9.937056787
70.05463366,28.06141092,70.08490696,22.01464963,18.82754328,9.972822546
76.95376264,28.07941876,76.11058182,21.95144732,19.02429924,10.01302216
79.00449407,27.9341764,76.99251643,22.84306062,18.98751759,9.924294786
77.05766022,28.01412165,75.96979496,21.89477637,19.09519155,9.852767068
77.0279961,29.06251731,74.91712503,21.95809316,18.96747011,10.07149063
78.93820642,28.07306659,76.88159233,23.18107682,18.92356237,9.987231805
69.83386891,24.00968018,69.99229269,21.99706094,18.02509036,10.10531768
75.13091763,29.0704777,76.95269224,22.95438794,19.02251836,9.916772506
78.01583678,27.05424236,77.90146861,21.86744495,19.08430213,10.0457844
75.26293805,29.092521,77.13746428,22.9848126,18.98899463,10.02337658
71.9678204,28.92562036,72.86288153,20.99622907,19.05352184,10.08737554
69.99094146,27.87348003,70.15943817,21.96266556,19.10937637,9.898770779
69.99258927,23.94495823,69.99820063,21.91572615,18.11095631,9.938323141
76.91842108,29.185558,75.02933623,22.12250194,19.10595345,9.971962628
73.10042611,29.03429256,73.08407203,22.90283947,20.00666774,9.99068436
70.01956054,24.21175686,70.29381082,21.88434289,17.9441679,9.944695985
77.79363097,26.99942319,78.0355998,22.00283672,19.18160161,9.962885828
74.89291149,29.20892603,77.13793366,23.00166819,19.07198366,10.1161738
76.92812563,28.06427837,76.23961951,22.07520045,19.07828378,9.969068399
77.0579458,28.04879668,76.0723483,21.78904803,19.1701308,10.20794415
71.98116092,28.89309818,73.01063931,20.88378381,18.9176432,9.992854969
76.84711022,27.9588643,75.99560249,21.71657859,19.14384942,9.893318061
70.04638554,27.97838366,70.25319114,22.22116958,18.88989302,10.04410305
70.01819003,23.84178609,70.06563681,21.74675873,18.1053704,9.909258476
74.95366176,28.83099086,77.0719559,23.14526316,18.81941837,9.975619726
77.07320547,27.9702627,76.03234338,22.10284155,18.91807646,9.976179125
72.94566079,28.9753077,73.03435466,23.18891522,19.81904316,9.813107052
77.10600207,27.9122737,75.96851534,21.8918893,18.9786688,9.891765021
69.98787861,33.92708329,74.08745355,22.06515656,15.8544688,9.772977742
72.99621813,29.0386364,72.88544335,23.09550008,20.01701739,9.855679453
72.03245838,28.8159637,72.99987125,20.95368963,18.84258075,9.849729853
72.9230798,28.86244669,73.01797249,23.19038663,20.07891924,10.17638119
77.88225155,26.99494296,78.28971564,22.02467935,19.1268701,10.17403874
76.95898196,28.03849208,76.01118855,21.94226826,18.93012744,10.03533854
71.95616871,29.00504262,72.89180538,21.06013314,19.07463729,9.977749228
69.97869663,24.07543336,70.04191145,22.07719191,17.90052199,9.939654991
70.06833244,27.91469394,70.09888213,21.79828727,18.8372359,9.958853848
69.99042606,24.05868089,70.00855026,21.90937864,17.86884569,10.05019178
70.12969517,33.94845594,73.88623235,22.0260476,16.09572297,10.24036864
77.0925909,27.82771081,75.95250283,21.95113538,19.02132349,10.00796306
72.94854091,29.13228142,72.91972666,23.07233496,20.03647294,9.821763771
77.94366973,27.18927918,78.02646086,21.92231512,19.01003975,10.04862038
76.95084396,27.93723769,76.21236434,21.90116134,19.06271799,10.01546342
73.04287832,28.99556671,72.83366216,22.95981986,20.00547581,9.945420292
79.08400841,27.99071983,77.06383768,23.10352348,18.9606443,10.14030194
70.08193746,28.2508922,70.04428889,22.03013757,19.0941213,10.00797813
69.99090326,23.92363687,69.92732148,22.12368272,17.96172467,9.813827327
75.01981139,28.93550185,77.06538286,22.91671065,18.98550133,9.935291393
76.88786957,28.94341317,75.00162179,22.06094913,19.06503801,10.0859781
77.08524503,28.11236796,75.99871522,21.83066812,18.89242532,10.02235903
71.9440175,28.90782781,73.05357583,20.94172849,19.08543459,10.04938856
77.8976724,27.00616585,77.88582198,22.21425038,19.04008662,10.08612704
73.03472756,29.06699207,73.0562575,23.09045323,19.91289005,10.01243748
69.97062263,23.89137502,70.0885804,22.01960128,17.88240318,10.07173264
72.9124566,28.87287418,73.032564,23.11160422,20.11461313,10.0168282
70.16352546,27.97699862,70.06096601,22.11198482,19.15426779,9.98874297
69.96045303,24.06183047,70.25770158,21.88273981,17.98071105,10.01056277
70.08225034,23.91019869,69.98972525,22.00738357,17.93256604,9.844371739
72.99326638,28.88439135,72.98142429,22.98653034,20.14868235,10.03557918
77.03860659,28.17007548,76.03819717,21.87057055,18.92297278,9.946806438
77.085103,29.03229716,75.03936803,22.05552898,18.98769971,10.24114188
69.96642053,24.04338334,69.79741576,22.04977481,17.88769637,10.07099025
72.91618227,29.01216651,72.85137806,22.92135657,20.03413634,9.899696313
69.9223288,33.98743856,73.96152238,22.10101908,15.85113393,10.11654219
69.90884609,27.99123419,70.03349577,21.9533441,19.07453549,10.06024897
65,37,67,18,15,7
55,36,65,21,16,7
55,38,65,19,17,7
55,36,60,21,16,7
55,38,65,19,17,7
55,38,61,20,18,7
55,36,65,19,15,7
56,40,67,18,15,7
55,38,68,20,16,7
60,37,63,20,18,7
72,36,71,21,17,7
60,39,60,20,16,7
65,36,68,21,16,7
56.04499657,40.02318122,67.14721239,18.08006337,15.17233026,7.013305982
56.09219853,40.01560574,67.25512573,18.12113674,14.96567113,7.08738937
60.04961462,37.18899822,63.07800063,20.11590673,18.05871502,7.020077193
55.21118238,35.94270202,60.06881253,21.08695445,15.83222289,6.988934467
55.04274698,38.04022962,60.96394661,20.01717156,17.97182832,7.002230893
64.92287418,35.96186194,68.059075,20.86207381,15.91659469,6.969753012
55.041019,37.92193112,68.04628298,20.00626241,15.93455495,7.084449925
71.88075969,35.90948459,70.87373294,20.875407,16.95530817,6.991634223
54.94012209,37.9388486,61.14140438,19.88977899,18.16591671,6.785997212
54.996814,37.87902203,68.03973654,19.99545203,16.02016941,7.058131921
55.08431541,38.04139339,65.0563448,18.9891599,17.04819912,7.15098522
60.06966536,36.92156164,63.02955723,19.96829431,17.89508641,6.92085739
71.99168246,35.85527612,70.87151074,20.95238607,16.82260111,6.872308883
71.95999166,36.0146385,71.03756312,21.14566487,17.07288799,6.960739439
55.03937071,37.89836064,64.93547681,18.95590344,16.90235108,7.041344113
54.97950317,35.91158659,59.91492286,21.03293054,15.89980366,6.939288233
65.02851625,35.88117109,68.00190213,20.99390265,16.04334146,7.0546285
55.0469189,38.00474093,65.02585027,18.98875365,17.11931003,6.919869355
65.01541342,35.92284863,68.14974611,20.89794674,15.8164318,6.922085506
64.90395886,36.0004867,68.12432803,21.0000644,15.98662372,6.801607245
60.05675319,39.0597924,60.03526019,19.96520335,15.98240586,6.907953686
55.23644376,35.97644677,59.97638956,21.14840162,15.9468234,7.135227458
55.05226079,35.88661905,64.84471419,18.999788,14.91069635,7.103146927
59.94958628,39.04829625,60.19621598,20.03456789,16.07868611,6.924986852
55.86345649,39.76385635,66.95408068,18.25273494,15.24053261,6.91447784
65.00676065,37.05162285,67.00203762,18.15399134,14.99879347,6.941861451
55.00795136,36.01930689,64.95606715,19.02860886,15.02504541,7.141443479
54.88633294,38.0119196,68.04914664,20.09468879,16.08965755,7.051426739
56.0418481,40.09864693,66.9070826,17.96570121,14.93465832,7.027093718
59.94358755,36.96598556,63.08093517,20.0269446,18.056072,7.048598311
65.02847017,36.92915012,66.97833371,18.08335106,15.05615188,6.962004235
54.87971451,37.90528223,65.09405795,19.00533031,17.02065798,7.091035924
54.88820916,38.08044912,61.07197506,19.95875068,17.89805001,7.021661743
59.96796399,36.90324598,63.05771169,19.88745003,17.91698817,6.960241236
71.99432546,36.04603255,71.05600643,20.84058062,16.91796254,6.918230237
55.06440216,38.04432031,68.05976859,19.86559503,16.00240252,7.097948171
64.98901016,37.08327237,66.96756083,18.04164605,15.02206622,7.060257378
60.04230723,36.81103088,63.04462822,19.9577856,17.96349067,7.14811821
55.11411788,38.09850171,67.94501422,20.07910015,16.08441378,6.886689001
55.0084579,37.95256151,61.03151209,19.98835821,17.79247543,6.868273055
55.00523907,36.0425417,64.97356572,19.03824533,15.19222284,6.990691866
54.90512267,36.01427954,64.96771727,19.10257178,15.02246451,7.183030228
55.01047536,37.98582682,67.87930281,20.11134401,15.94844641,7.031886375
54.80388415,35.96410706,60.05958345,20.92862973,15.98971173,6.952657155
55.08642289,35.83279887,59.97897918,21.08638642,15.96006375,6.900761718
55.02150779,37.99725664,67.99963082,19.97239614,16.17647476,7.051456122
54.95947068,38.02390056,65.25990381,18.90370798,16.93240484,6.97086525
55.0613612,38.09047657,65.12144923,18.93971408,16.83625492,6.985245391
64.9432694,35.85695217,67.93042521,20.99739657,16.10005779,7.019779973
56.06767328,39.83454503,67.02755786,17.93286169,15.04261448,6.887087089
64.93342154,36.00163924,67.96862625,20.96574187,16.05009875,7.067447736
55.00999183,37.96962145,61.01088617,19.88571862,17.85914681,7.062590545
54.9337664,36.11052278,64.92055526,18.98136011,15.03595371,7.171045903
60.09844024,39.00109369,59.92604892,20.0075543,15.88746193,6.890289508
64.93764851,37.00856503,66.84914953,18.15207798,15.05285535,7.062657201
54.83049064,38.04557162,65.0774645,19.02425239,16.79397851,7.003165254
54.99270027,38.07195713,61.11651686,20.19473173,17.9321092,6.928110261
60.05350091,37.16331733,63.06531348,20.07319213,17.98356976,7.04047529
55.12042996,38.0253639,60.90017188,19.87787534,18.07603883,7.062415985
55.0626541,36.0793287,60.07747701,21.08749695,16.04774246,6.905725553
54.97577718,38.08489149,60.82089945,20.11223926,18.01485556,6.896315303
